Area ,Price,Bedrooms,Bathrooms
1210,235000,4,3
1900,229950,5,2
1180,225000,1,4
1220,213500,3,3
1000,204000,4,1
1190,195000,2,3
1630,165000,1,1
480,145000,3,3
4810,3200000,4,2
2330,2000000,4,1
3600,1700000,4,4
3820,1620000,1,1
3880,1060000,5,3
2970,1050000,1,2
4130,998000,3,3
3140,920000,1,2
1840,872500,5,4
3370,806000,5,2
2250,805000,3,2
1070,800000,4,3
2580,787888,2,3
1420,779000,4,4
3150,762500,4,2
2730,756000,4,1
960,745000,3,3
1570,740000,5,1
2960,735000,4,2
3490,728000,5,3
2080,660000,3,1
1290,657000,4,1
2790,650000,2,2
3080,637000,1,2
1360,630000,1,2
1050,627000,1,1
2070,598600,5,2
1530,595000,3,1
1750,575000,2,4
3230,569950,3,1
1940,555000,1,1
2150,550000,3,3
2470,550000,1,4
1150,549000,5,2
1120,535000,2,3
2340,525000,1,4
2900,520000,4,1
1510,518000,1,1
2890,515000,4,3
1280,500000,4,3
2350,500000,4,3
2040,500000,4,1
1810,489000,3,2
790,480000,2,1
1690,480000,3,2
1460,474950,4,3
1220,470000,3,3
960,459000,3,2
910,450000,3,4
1300,448500,1,2
2180,445000,5,2
1780,440000,5,2
2010,434000,2,2
970,431000,1,4
1710,430000,2,4
1550,430000,2,4
2750,430000,4,4
1230,425000,1,4
1390,425000,1,1
820,420000,2,1
2480,420000,4,3
2020,420000,4,3
1570,417000,5,3
870,414900,4,2
3490,414000,5,3
1740,410000,3,3
1509,401500,5,1
1330,400000,3,3
1730,400000,2,2
1070,399950,2,2
1710,399000,2,4
1860,380000,2,2
1010,370000,1,2
2850,364988,2,1
1850,352000,3,4
1190,348140,3,2
1360,345000,4,2
1440,344000,4,3
2520,335000,2,2
1090,325000,2,1
1820,320000,2,3
1358,317000,2,2
990,315500,3,1
2370,310000,2,2
1260,307700,4,1
1390,297950,3,4
830,294010,3,2
1010,290000,3,4
2110,289000,4,1
1610,282000,4,1
1160,270000,3,4
1640,269500,3,3
1700,268000,1,2
1420,265000,4,3
1280,265000,1,2
1630,265000,3,4
1790,260000,2,1
1300,257500,3,2
1610,255000,2,2
1170,254950,5,2
910,254000,3,4
910,252000,2,3
1300,251000,5,4
1560,250000,5,1
2070,250000,5,4
1520,240000,4,4
820,235000,3,3
910,235000,2,1
1260,235000,2,3
880,230000,2,1
860,216000,1,4
1250,212000,3,3
1080,207000,4,1
1370,205000,1,1
1130,204950,1,1
600,174000,2,2
610,126000,4,1
3485,1650000,2,2
2330,1480000,4,1
3830,1250000,4,4
2230,1200000,4,1
2680,1090000,4,1
3260,1050000,5,4
2300,1050000,3,2
4133,979500,5,1
2830,969950,1,1
3250,951000,4,3
1880,950000,4,1
3080,950000,4,3
3510,935000,5,1
2340,905000,3,1
2950,900000,5,4
1150,825000,1,2
1750,808000,5,4
3640,780000,3,2
2170,765000,5,2
2070,720000,2,3
1900,716000,2,3
1510,699000,3,3
2680,699000,5,2
1570,695000,5,3
1430,690000,4,2
1995,645000,4,1
2220,641250,4,4
2020,640000,5,1
1520,632000,1,3
2330,625000,3,3
1380,622500,4,4
2120,599000,5,1
2400,592000,5,2
2200,572000,2,2
2280,565000,1,4
1280,552625,5,3
3090,551000,2,2
2390,545000,5,1
3100,540000,5,4
1140,537000,3,1
1700,535000,1,2
1170,516000,5,4
1640,515000,4,2
2100,500000,1,3
1720,495500,3,4
2100,492000,4,1
2550,490000,4,2
2120,475226,2,1
2030,470000,1,2
2180,470000,4,4
1660,465000,3,2
1280,457000,1,2
1270,450000,3,3
2800,449950,5,3
1630,445000,1,2
1620,442200,5,1
1120,435000,5,1
1720,427000,4,3
1600,420000,1,1
1250,418000,5,2
1220,405000,5,2
1770,401000,3,3
1050,388500,1,4
2370,387865,2,4
1540,380000,2,2
980,375000,5,4
2330,375000,5,2
1150,370000,4,3
2200,365000,1,1
1900,365000,4,3
2800,365000,1,3
2280,364250,1,4
1230,355000,5,1
1470,355000,1,4
1360,350000,5,3
1120,342000,2,1
1540,340000,2,3
1360,329950,5,1
1780,309000,1,3
1590,300000,3,1
1300,300000,3,1
930,284000,1,2
860,278000,4,3
1140,277000,5,3
2160,277000,2,1
1300,275000,3,1
840,270000,1,4
850,268500,3,2
1810,268000,4,1
2600,265000,5,1
1250,259875,3,4
1240,238000,2,3
880,235000,2,3
1120,234000,3,4
1260,230000,5,3
1320,225000,5,1
1410,225000,4,1
1060,212000,1,1
1710,211000,4,2
1430,210000,4,4
1200,203000,5,1
1470,150550,4,1
2090,3170000,5,1
6085,1610000,2,1
2160,1440000,5,4
4040,1280000,5,1
3180,1200000,1,1
2550,1100000,3,2
1950,1070000,2,4
1600,995000,1,1
4130,995000,3,2
2950,921800,4,4
1840,915000,2,4
3400,915000,1,1
1620,902000,5,4
3530,898000,4,3
4090,885000,2,1
3290,830005,5,2
2170,740000,5,4
1780,710000,2,3
1330,707000,3,2
2380,699800,2,2
3030,682000,4,3
1640,654000,2,4
1300,650000,5,2
1650,640000,4,2
2840,636230,3,4
1040,625000,2,2
1040,577000,2,4
2990,564950,1,2
1650,550000,4,3
1420,546800,3,2
1560,545000,4,4
1410,541000,3,4
1770,514000,5,3
1510,507000,1,1
1410,505000,2,4
1450,490000,3,3
1620,490000,1,3
1870,475000,1,4
1060,456000,4,2
1680,455000,3,2
1540,450000,5,4
1570,439995,3,4
1250,439000,1,1
1520,399000,3,3
1170,393820,2,4
1270,390000,4,4
1400,389000,1,3
2760,380000,1,4
1520,375000,5,3
2490,370000,3,2
1540,370000,5,2
1830,360000,2,1
2990,357000,3,1
860,340000,4,3
2166,326000,2,2
1980,317750,4,4
1330,300000,3,1
1230,299500,1,4
2120,295000,5,2
1260,289000,2,2
610,286000,3,1
1020,285000,1,3
1000,270000,5,2
1870,270000,1,2
1820,265000,1,4
1300,263000,5,2
1610,259000,1,2
1180,257000,4,4
1490,255000,4,4
1180,250200,4,1
1650,250000,2,4
1360,222000,2,1
1030,215000,1,2
1000,207100,1,4
1220,199000,1,2
1010,179900,5,4
670,107000,4,4
910,107000,1,4
4860,2950000,4,1
2920,1650000,5,2
3390,1400000,3,2
4190,1160000,3,3
2170,907000,5,4
1790,810000,3,2
1760,800000,1,4
1800,779000,1,2
1850,769000,1,1
2270,766000,1,1
2460,693000,1,4
1720,682000,1,2
4180,673200,1,3
2470,635000,2,1
2170,585000,2,1
1850,565000,2,3
1370,548000,2,2
2080,545000,4,4
2790,533380,4,3
2770,533300,5,4
900,524500,4,4
1690,509900,5,3
1020,505000,1,1
1160,501000,5,1
1440,483000,5,3
1220,480000,2,2
870,475000,2,3
3361,471275,4,2
1120,461100,1,2
880,452000,2,4
1200,438000,1,3
1140,434900,5,3
1340,419000,1,2
1730,415000,5,1
1490,415000,5,1
1890,409000,2,1
1130,405000,2,1
1520,402000,5,4
2398,400000,5,4
1920,380000,2,3
1860,370000,4,2
1300,366000,1,3
990,365000,3,1
1410,365000,5,3
2990,339950,1,2
1560,306000,1,1
2340,290000,3,1
1490,275000,1,2
1830,273000,2,4
1370,264950,2,3
2710,260000,3,2
1340,260000,5,3
1440,244000,1,2
530,238000,1,1
1030,229000,2,2
1630,215000,4,2
1110,194000,1,1
870,642000,4,1
4100,890000,1,1
1120,380000,3,4
1950,348450,3,2
1890,1100000,2,4
2580,898000,1,1
1840,583000,2,4
1450,450000,3,4
850,438924,2,3
1390,289950,3,3
3030,2950000,3,4
3790,1880000,2,1
4410,1440000,5,3
2490,993000,3,4
1250,888000,4,1
1650,883000,2,1
2380,855000,4,1
2570,825000,3,3
3290,801000,4,2
2560,795000,3,3
1810,787500,4,2
3890,772500,2,2
1440,750000,4,4
1590,750000,3,2
1610,749500,4,4
1970,738000,2,4
3290,728000,3,3
2980,725000,2,3
1040,710000,4,4
1750,707900,3,1
3150,700000,2,2
3150,680000,4,4
1870,650000,2,4
2000,645000,1,1
1270,643002,3,1
2680,635000,3,4
1350,635000,1,1
1240,610000,3,3
1590,605000,3,3
1680,572000,5,2
1680,570000,2,3
2030,565000,2,4
1690,544500,4,1
2830,539000,3,1
1830,530000,1,1
1500,515000,3,2
930,500000,4,1
1020,485000,2,2
960,477000,1,4
1620,475000,1,4
1140,460000,2,2
1550,453500,1,3
1270,447000,1,3
1280,425000,1,4
1130,420000,3,1
2890,416000,2,1
1553,412000,2,1
1830,410000,4,2
2430,409950,3,3
1220,392000,3,4
840,389100,1,3
1630,385000,1,3
1540,384950,1,1
1600,380000,1,4
1330,375000,4,4
1360,358000,1,3
730,351000,5,3
2330,350000,4,3
2700,338150,5,2
1220,333800,2,2
600,330000,5,4
1740,320000,4,3
1070,316500,3,3
1320,300000,5,3
1310,300000,3,2
1780,296000,1,1
1860,294900,3,1
720,285000,5,2
2170,275436,4,4
1240,273148,2,2
1610,270000,3,4
1480,269950,4,3
770,269000,2,1
750,261000,1,2
1440,245000,1,2
1610,235000,4,3
1120,230000,4,1
1520,207000,3,4
1220,165000,4,1
840,105000,2,3
3670,2350000,2,1
5370,1350000,3,4
4330,1210000,3,4
3370,1140000,5,3
2530,998000,4,3
3170,919950,1,4
2230,836500,1,2
3320,813000,2,3
1540,785950,2,4
1330,779000,2,3
1520,727000,1,2
2970,715000,5,4
1690,710000,3,1
3150,705000,1,4
1300,700000,2,3
3940,695000,4,3
1030,690000,1,4
3770,665000,3,4
2330,665000,2,3
950,620000,5,3
1890,615000,2,2
2010,605000,1,4
2100,600000,4,4
1140,597000,1,4
1140,591500,3,1
1710,589000,3,2
2250,589000,1,1
3110,585000,3,4
970,577000,1,2
1220,555950,1,2
1510,549000,2,1
1280,545000,2,4
2520,540000,5,3
1050,540000,5,1
2350,539000,5,1
1510,535000,2,4
1900,530000,1,1
1340,522500,5,4
2160,518000,3,4
1450,514000,1,2
1360,499950,2,2
1400,497000,5,1
1060,495000,1,3
1290,481000,4,4
2270,480000,2,3
1080,477000,3,1
1420,475000,1,2
1480,475000,5,3
1420,467000,1,4
1590,460000,4,1
1690,449000,4,1
2360,441500,5,2
1070,435000,5,4
1550,425000,5,2
930,420000,4,2
880,415000,5,1
3040,410000,4,2
810,408000,4,4
2210,407500,5,4
1430,407000,4,2
1180,400000,5,4
1000,390000,5,1
1450,382000,1,2
1100,380000,2,4
1010,375000,1,2
2340,360000,2,3
1870,345000,3,1
1620,345000,1,4
2530,340000,4,4
720,330000,2,3
2020,328000,5,1
1800,321000,2,1
1410,318000,1,3
2120,317000,1,3
570,310000,4,4
1530,298700,1,1
960,296000,3,3
1290,295500,4,2
1730,265000,3,3
1150,258750,5,1
1730,258000,1,4
1450,257000,4,2
1100,249900,3,2
1490,237000,2,1
1790,225000,1,1
4440,3300000,4,2
4490,1680000,3,1
2750,1250000,2,3
1870,1050000,1,1
2360,980000,3,1
2440,887000,1,2
2360,838300,4,2
1010,808250,2,1
2130,802000,3,3
1490,770000,2,1
1720,765000,3,2
1340,735000,3,1
2860,666500,3,4
2110,666000,3,1
970,651000,4,2
1550,645000,3,3
1650,625000,4,4
1540,624000,2,2
2810,616950,2,2
1370,606150,3,4
2230,575000,3,2
3010,568500,2,3
1950,565000,3,3
1480,560000,5,2
2160,555000,3,1
2670,550000,2,2
2750,540000,4,4
2710,540000,4,4
1330,535000,1,3
1680,530000,2,1
1740,530000,3,3
1200,528000,2,3
2330,527000,4,4
1530,515000,1,1
1180,507000,2,1
1010,505000,4,1
1640,504500,1,3
1610,499000,5,4
1820,469000,3,1
2650,450000,3,4
850,440000,4,2
1540,439990,3,2
1450,439000,5,2
1970,438000,3,3
1520,434900,2,2
1040,433500,5,3
1300,422500,4,3
1380,406430,3,3
1180,383001,3,2
1260,375000,1,3
800,375000,3,2
1310,373000,5,3
1360,368000,2,4
1484,365000,2,2
1160,362000,2,3
1300,355000,5,1
2230,350000,4,4
1240,350000,3,2
765,335000,1,1
1400,325000,3,1
730,325000,5,4
1160,322500,1,2
2440,310000,4,3
1760,295000,1,3
1040,285000,1,3
2350,277554,1,1
1010,275000,1,2
1650,266750,1,3
2300,263850,4,4
1310,240000,3,3
1160,230000,3,4
1310,230000,1,1
1760,229000,2,2
1370,219000,4,4
1220,201000,1,4
720,185000,2,4
480,170000,2,2
1450,150000,4,3
790,100000,1,4
3420,1580000,4,4
2870,1500000,1,1
1940,1340000,1,3
1710,1100000,4,3
3780,1030000,3,4
3770,998000,1,4
2910,998000,1,1
3420,975000,5,2
2330,950000,4,3
4150,930800,5,1
1400,863000,1,2
2360,852500,5,4
2140,835000,5,1
3230,817500,5,2
1380,777000,4,4
3060,749999,4,4
2050,740000,3,4
2410,700000,4,3
1690,695000,2,3
2080,695000,1,3
1320,665000,1,4
1540,659000,5,2
1630,655000,4,1
1080,650000,5,1
1810,649000,4,2
1650,643500,2,4
1580,625000,3,4
1670,624500,2,1
1170,583500,1,4
1700,569500,3,2
850,565000,1,1
2400,562000,4,3
1120,552100,2,1
1280,540000,3,1
1080,525000,5,1
2420,525000,1,1
1350,519000,1,2
1000,508450,3,1
2840,500000,4,4
2010,500000,5,3
3110,485000,3,3
2940,482500,4,1
1470,460000,3,2
1420,460000,5,1
1080,456000,4,3
2790,455000,4,4
1530,454000,2,4
2425,447500,1,2
2100,437500,5,1
2650,428400,1,3
1160,419700,1,4
720,405000,2,4
1850,405000,1,4
2120,403950,3,2
1660,400000,1,3
870,395000,4,1
1720,389000,1,4
1060,383000,5,1
1340,381000,2,2
710,375000,2,2
1450,375000,1,1
1680,375000,3,2
1100,374000,4,4
2720,370000,5,3
860,345000,1,4
980,340000,4,1
1410,307000,4,4
910,306000,4,1
1981,303700,5,2
2200,299900,2,3
1250,295000,2,2
1310,287500,3,2
910,280000,3,2
1010,275000,4,2
1380,275000,5,2
800,260000,5,2
1440,260000,4,3
1240,251700,2,4
2190,245000,4,1
1580,233500,5,4
960,232000,5,4
1700,215000,2,1
1250,210000,3,4
790,200000,5,4
770,180000,2,1
920,125000,4,4
1560,724000,4,2
1110,320000,2,2
940,255000,4,2
2090,248500,3,4
630,190000,4,4
1260,401500,4,4
1800,379900,3,3
2330,1240000,5,3
3160,1020000,4,3
1630,1000000,2,2
4040,988000,5,1
3600,923990,5,1
1570,920000,1,2
2390,905000,2,2
2520,865000,5,1
2790,834950,2,1
1670,834500,5,3
2380,750000,4,2
1490,685650,2,1
2920,675900,3,4
1810,657000,5,1
1020,635000,4,1
2540,630000,2,3
930,615000,3,4
2530,615000,1,1
1530,590000,4,1
2600,581000,1,4
1430,580000,1,4
1890,575000,3,3
1390,570000,2,3
1450,550000,2,1
1760,550000,4,3
1460,550000,5,3
1280,539000,3,1
1470,536500,5,3
780,499000,2,1
2550,492000,3,4
2430,485000,4,1
1690,475000,3,1
2320,470101,4,1
930,435000,4,4
1100,425000,2,3
2070,423700,4,3
1680,415000,2,1
1510,402000,1,3
2120,379500,3,1
1290,362000,3,2
1560,360000,1,1
1680,359000,4,2
2470,352000,5,1
1010,350000,4,3
1120,343000,4,2
1300,340000,3,3
1360,335000,1,3
1330,327500,5,1
2100,323000,4,4
3340,311000,4,4
1100,303000,3,3
1010,300000,4,3
1300,300000,5,3
1870,299990,2,4
1160,285000,1,2
1890,285000,2,3
1280,281000,3,3
990,274000,4,4
1350,270000,5,3
720,270000,1,3
1250,268000,2,2
960,267500,5,2
1030,267000,2,1
1410,265000,3,3
1750,260000,3,4
770,257000,5,2
1140,250000,2,3
1450,243000,1,2
1040,240000,1,4
1480,237500,4,3
810,237500,3,1
1200,210000,3,2
1010,200000,4,4
840,169950,5,4
4790,1680000,2,4
5020,1500000,5,1
2700,1350000,5,3
1600,1310000,4,3
1700,1140000,5,4
2940,1100000,4,1
930,990000,3,1
2720,975000,4,2
2640,950000,5,3
3110,925000,2,4
2700,898000,2,2
1260,895000,3,1
2870,830000,2,1
3110,818500,2,3
2750,812500,4,4
2110,796000,4,1
990,783200,1,3
2930,782500,2,2
2210,760000,2,2
1540,760000,2,3
3360,738515,5,1
2630,731781,3,3
2070,718000,4,1
2260,698000,4,2
3160,697000,5,1
1220,689000,1,2
2230,665000,4,1
2650,660000,2,3
3420,655000,1,3
2740,648000,3,1
1840,620000,3,1
3110,600600,5,4
1530,570000,3,2
3380,569950,3,4
1440,559900,3,1
1250,550000,1,3
2330,548000,1,3
2710,544999,3,4
1410,539000,3,4
1230,535000,3,1
2830,527000,2,1
1060,520000,3,1
1010,495000,3,1
1650,472500,4,3
2410,465000,4,1
2190,463000,4,1
1600,460000,3,2
2130,456000,1,2
3150,450000,1,2
1300,445950,2,3
1390,437000,5,1
1340,432500,5,2
1080,429000,4,4
1300,425000,2,1
1680,425000,4,2
1140,420000,1,3
1160,405000,1,1
1380,399950,5,1
1300,397500,4,1
1440,395000,5,1
2140,393000,2,3
1350,385000,1,4
1590,380000,1,1
2080,375000,5,1
1290,374950,1,4
3135,374500,2,4
1040,359950,4,2
2370,350000,1,4
940,347000,5,3
1320,344950,1,3
1040,330000,2,3
1250,325000,2,1
1990,310000,2,3
1030,301000,1,2
1430,300000,4,2
1050,295000,2,1
1700,290000,1,4
1970,289000,2,2
1100,280000,5,4
970,279000,3,1
1560,272000,4,4
1240,270000,4,1
1430,234950,2,4
1010,234000,2,4
920,229950,5,2
860,222900,4,4
1310,222000,4,1
1260,220000,5,4
1020,214000,3,1
1010,205000,5,1
1750,199500,5,2
1470,180000,1,2
1520,158000,4,4
1040,154000,5,3
2290,1290000,2,2
2932,1230000,2,3
2610,1200000,4,1
1590,900000,2,3
1670,875000,5,3
3090,870000,5,3
3340,810000,3,4
2650,745000,1,3
1728,730000,4,4
3410,720000,3,4
1540,710500,3,1
1380,635000,1,1
1570,620000,1,2
3030,616200,5,4
1580,613200,3,3
2660,590000,4,2
2400,585000,4,4
1660,585000,1,1
2570,580000,5,1
1080,579000,3,4
1730,566950,3,4
1720,550388,5,3
1000,549950,2,1
1430,549950,5,1
1330,535000,5,1
2970,526000,1,2
2870,525000,2,2
880,525000,2,1
1730,515000,4,2
1210,510000,1,3
1500,506500,3,2
1780,498000,1,4
1510,490000,5,1
1020,485000,5,4
1820,485000,2,2
1510,473000,5,2
3860,470000,5,3
1540,462500,2,4
1150,450000,3,3
2360,445000,5,2
1780,441500,5,2
1210,440000,5,4
1000,431000,2,2
2440,425000,1,4
3310,419000,4,4
2550,419000,4,2
830,415000,5,4
1620,415000,2,1
3006,405000,5,3
2738,395950,4,2
770,390000,1,1
1710,389900,5,4
2430,381500,1,2
1540,380000,4,3
1630,375000,5,1
1900,375000,3,2
2800,375000,3,3
980,374000,4,4
2080,368000,1,3
1180,355000,1,3
860,353000,3,2
2210,353000,3,2
2540,347500,5,2
2440,340000,4,1
2310,334000,5,2
1170,330000,3,4
2140,280000,5,2
1140,275000,5,1
1190,275000,2,4
1330,272750,1,3
1800,265000,3,2
1420,264250,1,1
1320,260000,2,3
1690,260000,2,4
840,251000,4,1
1480,249950,3,3
1050,245000,2,3
1020,242500,1,3
940,242500,5,4
1500,235000,2,1
1020,216500,2,3
1190,215000,1,3
1170,209977,3,4
1410,205000,1,1
1050,199000,1,4
900,133400,5,1
4910,3800000,5,2
4830,3640000,4,2
3690,1900000,3,4
3460,1870000,3,4
1830,1850000,3,3
2790,1490000,5,1
3380,1430000,1,2
1790,1390000,4,2
1960,1270000,3,2
5400,1210000,4,1
2160,1150000,1,1
2000,1000000,3,3
1240,949000,5,1
1690,860000,1,3
3650,845950,2,4
2840,840000,2,3
1230,825000,1,3
1410,808000,4,4
3320,805000,3,1
2540,775000,1,1
2620,775000,5,4
2310,739000,4,2
2500,735000,2,2
2040,730000,3,4
1295,711000,5,1
2880,710800,2,2
1000,710000,5,1
2550,699000,4,1
2010,699000,5,4
1450,680000,4,2
2970,680000,2,1
1800,665000,4,4
1340,662500,3,2
1300,650000,1,4
2150,649950,1,1
2290,622500,4,4
1590,620000,2,4
2340,618000,4,2
1620,600000,5,2
2290,599950,1,3
2710,570000,5,4
2010,559000,3,3
1760,555000,5,2
2640,555000,5,2
1050,552000,1,1
1360,550000,1,1
2260,549995,1,1
1920,549995,1,4
2120,530000,1,2
1540,512500,4,3
990,499950,1,1
2110,475000,2,3
1090,472000,5,2
1700,452000,5,1
1750,445000,5,3
2170,445000,2,1
1080,440000,4,4
2990,440000,2,2
1340,438400,5,3
1960,425000,2,1
2660,423000,2,1
720,420000,4,2
910,415000,4,2
2150,410000,2,4
1050,400000,2,4
1420,396000,2,2
960,390500,1,2
860,390000,5,4
1810,384205,5,2
1960,371000,2,2
2460,357000,2,3
1750,340000,2,4
1260,336000,5,3
1510,335000,2,3
1070,324000,2,1
1210,315000,3,3
2130,305000,3,4
1780,299950,2,4
960,290000,2,1
1610,288000,2,3
1820,286000,5,1
1050,285000,1,1
1610,250000,1,3
1220,248000,5,2
1120,227000,3,4
720,225000,5,1
1340,200126,3,4
1300,175000,2,2
3250,1900000,4,2
4150,1210000,2,3
3070,1040000,4,3
1910,1030000,1,3
3780,970000,5,2
1730,895000,3,1
1770,853505,2,2
3300,850000,1,1
2140,799000,3,2
3680,755000,2,1
1360,720000,2,4
1930,690000,2,1
1830,680000,3,3
1520,675000,2,3
2230,674950,1,3
1330,650000,3,2
2130,650000,4,3
2330,585000,2,4
2650,569995,3,2
3370,561000,2,1
2780,560000,4,3
1730,550000,2,4
2640,535000,4,4
1150,522000,2,1
2200,512500,2,3
1340,510000,4,4
2300,510000,2,3
1570,509000,3,2
1550,500000,5,2
1090,499950,1,1
2020,496000,4,1
1230,490000,3,1
2400,489950,2,4
2090,477500,2,4
2280,470000,1,4
700,460000,1,1
3236,450000,3,4
1160,449000,4,3
2400,440000,5,4
850,435000,4,3
1730,435000,4,4
901,435000,3,2
1510,416000,1,1
1590,408000,2,2
1070,350000,1,2
2240,349950,2,2
1300,344000,5,1
2360,340000,1,3
1200,340000,4,3
1210,324950,5,1
1150,295000,5,4
1610,280000,1,2
800,278750,2,1
1110,265000,3,2
670,250000,1,2
2040,250000,5,1
1090,249000,2,4
780,235000,4,4
1160,199000,5,2
880,196000,4,1
3100,950000,2,4
1270,570000,5,4
1360,439500,5,4
1430,370000,3,2
1560,295000,5,1
2620,683000,2,1
1180,600000,2,2
1680,560000,1,3
1900,340000,5,3
5440,1770000,5,1
3060,1270000,3,1
3140,1210000,5,2
1870,1150000,5,1
4120,949950,4,3
2720,940000,2,1
2450,930000,4,1
1610,868500,4,4
3990,810000,3,1
1980,796000,2,3
1580,779000,3,4
1530,766500,3,3
1820,765000,4,4
2250,729000,1,2
1870,695000,2,1
1540,687500,5,3
880,676500,2,4
1530,675000,4,1
2630,665000,5,4
1220,665000,4,1
1590,635000,4,1
2320,630000,2,3
1910,624000,4,1
1070,615000,4,4
2350,615000,3,3
2130,586000,2,1
2060,575000,5,1
1150,570000,2,1
1770,570000,2,3
1020,560000,2,2
1240,550000,4,1
1470,540000,1,1
2230,537000,2,3
1600,525000,3,1
1120,525000,2,2
2420,500000,5,1
2040,499000,5,1
1270,493000,2,4
2270,485000,2,4
3150,475000,2,3
1240,459000,1,4
990,458000,4,2
1210,453000,1,4
2790,450000,1,4
1510,450000,2,4
1140,450000,1,1
2230,440000,3,2
2390,440000,2,4
1910,435000,2,1
1110,434500,2,1
3880,430000,1,1
1400,421000,4,4
1060,400000,3,3
1200,396000,1,3
1330,392000,3,4
940,390000,2,1
3220,384000,2,1
1730,359000,1,2
1360,355000,1,3
1140,350000,2,2
1270,335000,4,2
1880,334950,5,3
3597,330000,4,2
980,307500,5,1
1980,306000,3,3
1740,302000,4,3
1740,300000,4,3
800,299950,1,1
1690,293000,2,2
1930,289000,3,1
1300,240000,1,3
1550,229900,3,4
1200,225000,5,4
1210,198900,2,1
1080,147400,1,2
640,110000,4,2
830,85000,3,4
3280,1880000,5,3
2650,1150000,1,1
3320,1110000,5,3
2180,1110000,1,1
1920,980000,1,3
1750,957000,1,2
1890,880000,4,4
1570,835000,3,2
1180,816000,2,3
2170,802000,3,4
3320,800000,1,2
1440,749000,4,4
1510,735000,4,3
2620,720000,3,1
1560,719000,3,2
1460,675000,4,4
1720,640000,4,3
2510,635000,3,3
1690,623000,2,1
1780,588000,4,2
1260,585000,1,2
1540,578000,5,3
1740,560000,4,2
1350,555000,5,2
2080,550000,5,3
990,550000,1,2
930,550000,1,4
3020,530000,3,1
1970,509950,1,1
1330,500000,2,1
1510,485000,5,3
1320,460000,3,1
1560,452250,3,1
880,450000,1,1
1010,450000,2,1
1280,445000,5,1
1330,440000,2,1
1350,430000,5,4
1350,428000,2,2
2050,427000,4,2
1490,426000,3,1
970,425000,4,3
1410,425000,3,1
1080,425000,1,2
2730,420000,2,4
1680,419950,5,1
1350,400000,4,1
2150,400000,4,4
1010,385000,2,4
1790,380000,4,2
930,379000,3,3
680,365000,3,1
1930,360000,3,4
1330,360000,2,4
2280,356000,5,2
2170,353000,1,1
2360,350000,4,2
2120,348000,4,2
1320,338995,3,4
1120,333000,2,4
1880,333000,2,3
1570,330000,2,3
1670,329900,5,3
2430,321000,5,4
1980,319950,3,2
1980,317950,3,2
1390,315000,5,4
1890,312000,4,3
1030,310000,1,1
780,289000,2,2
1380,285000,5,4
2400,280000,2,2
2040,279000,2,4
1160,272500,5,1
1380,270000,3,2
1360,269000,4,4
710,264000,2,2
1320,260000,2,2
1500,243000,3,3
970,242000,5,3
1380,235000,1,2
1220,234500,5,4
1190,230000,2,2
1190,228000,3,3
1100,225000,2,2
1310,219000,5,1
1150,213500,1,3
1030,209900,5,4
680,179900,3,3
1180,169950,2,1
910,169900,3,4
810,155000,3,3
790,118125,3,3
3080,2900000,4,2
1800,1600000,5,4
1930,1160000,4,2
2760,1100000,3,1
2370,990000,2,4
2830,959000,4,2
2220,870000,1,1
3330,799900,1,1
1640,795000,5,1
1480,780000,2,1
1310,720000,3,2
2740,706000,4,3
1690,705000,4,4
3210,696500,1,4
3420,679000,4,2
1740,674000,2,4
3040,653000,4,3
3050,635000,2,1
1780,635000,5,4
2760,632500,1,2
1590,600000,1,3
1150,599950,1,4
2520,590000,3,3
1090,590000,4,1
3220,579000,3,3
1780,561500,4,1
1580,549000,2,3
2340,545400,5,3
1830,518000,3,2
1540,517000,4,2
1280,500000,4,2
1980,490000,2,2
1980,490000,1,3
1340,470000,3,1
1340,445000,4,2
1230,440000,5,1
1030,438000,4,3
1420,400000,2,4
960,390000,3,2
1450,375000,1,2
1770,375000,5,3
1440,365000,4,2
1240,361810,2,3
1330,361000,1,1
3500,350000,5,4
1240,345000,3,3
940,342500,1,2
560,340000,4,2
1270,340000,5,2
2717,338500,4,1
1250,333000,2,1
1740,330000,3,2
1150,325000,3,3
2240,323500,1,3
1680,320000,1,3
1540,315000,2,3
1160,315000,4,4
2370,310000,2,2
1160,305000,2,1
2744,300000,2,2
1170,299950,5,2
1610,299000,3,2
1250,299000,3,4
1370,282000,3,2
640,279200,3,4
1650,273000,5,1
1808,270000,2,1
1740,255000,3,1
1200,250000,3,4
1290,239800,1,4
1440,232000,5,2
960,201000,4,1
1590,199950,2,2
1660,160000,1,4
4610,2950000,2,4
2380,1530000,2,1
4570,1040000,3,2
4260,994000,2,4
1420,925000,5,3
2940,914154,4,3
2000,910000,2,3
3540,888990,5,1
1790,885000,3,1
3260,850000,5,1
2900,850000,1,3
3490,734000,3,2
2820,730000,1,3
1820,722500,4,4
4140,720000,4,4
2940,710000,2,2
1680,709000,3,3
1610,657500,5,1
1500,614950,4,2
1960,613000,2,3
2630,609000,1,3
1860,580000,5,1
1130,580000,4,2
860,575000,5,2
1900,566000,4,4
2840,560000,3,2
1670,559950,4,4
1410,550000,5,1
1720,540000,1,2
2860,540000,2,1
1370,535000,2,3
1150,525126,5,4
880,525000,3,3
1650,525000,2,4
960,525000,5,1
1310,525000,3,4
2350,505000,4,2
2090,499000,3,4
1050,497000,4,2
